,ECG,time
0,1024.0,0.0
1,1024.0,0.0
2,1024.0,0.015624523162841797
3,1024.0,0.015624523162841797
4,1024.0,0.015624523162841797
5,1024.0,0.015624523162841797
6,1024.0,0.015624523162841797
7,1024.0,0.031249046325683594
8,1024.0,0.031249046325683594
9,1024.0,0.031249046325683594
10,1024.0,0.033252716064453125
11,1024.0,0.033252716064453125
12,1024.0,0.047271013259887695
13,1024.0,0.047271013259887695
14,1024.0,0.047271013259887695
15,1024.0,0.047271013259887695
16,1024.0,0.047271013259887695
17,1024.0,0.06290793418884277
18,1024.0,0.06290793418884277
19,1024.0,0.06290793418884277
20,1024.0,0.06290793418884277
21,1024.0,0.06290793418884277
22,1024.0,0.07854533195495605
23,1024.0,0.07854533195495605
24,1024.0,0.07854533195495605
25,1024.0,0.07854533195495605
26,1024.0,0.08655261993408203
27,1017.0,0.09455585479736328
28,932.0,0.09455585479736328
29,855.0,0.09455585479736328
30,818.0,0.11018586158752441
31,797.0,0.11018586158752441
32,746.0,0.11018586158752441
33,721.0,0.12581086158752441
34,717.0,0.12581086158752441
35,677.0,0.12581086158752441
36,651.0,0.1414356231689453
37,655.0,0.1414356231689453
38,636.0,0.1414356231689453
39,610.0,0.15863370895385742
40,618.0,0.15863370895385742
41,606.0,0.15863370895385742
42,584.0,0.17425870895385742
43,595.0,0.18070387840270996
44,597.0,0.18070387840270996
45,577.0,0.18070387840270996
46,579.0,0.18070387840270996
47,581.0,0.18070387840270996
48,553.0,0.18070387840270996
49,547.0,0.18070387840270996
50,558.0,0.18382859230041504
51,533.0,0.18695616722106934
52,521.0,0.18695616722106934
53,538.0,0.18695616722106934
54,522.0,0.18695616722106934
55,506.0,0.18695616722106934
56,525.0,0.18695616722106934
57,521.0,0.18695616722106934
58,497.0,0.18695616722106934
59,511.0,0.18695616722106934
60,512.0,0.18695616722106934
61,478.0,0.18695616722106934
62,465.0,0.18695616722106934
63,465.0,0.18695616722106934
64,444.0,0.1989607810974121
65,487.0,0.1989607810974121
66,545.0,0.1989607810974121
67,542.0,0.1989607810974121
68,543.0,0.1989607810974121
69,572.0,0.1989607810974121
70,567.0,0.1989607810974121
71,540.0,0.1989607810974121
72,542.0,0.1989607810974121
73,523.0,0.1989607810974121
74,493.0,0.1989607810974121
75,496.0,0.1989607810974121
76,495.0,0.1989607810974121
77,471.0,0.1989607810974121
78,476.0,0.1989607810974121
79,487.0,0.1989607810974121
80,462.0,0.1989607810974121
81,462.0,0.1989607810974121
82,480.0,0.1989607810974121
83,460.0,0.20146441459655762
84,453.0,0.20146441459655762
85,472.0,0.20146441459655762
86,464.0,0.20146441459655762
87,449.0,0.20146441459655762
88,473.0,0.20146441459655762
89,471.0,0.20146441459655762
90,453.0,0.20146441459655762
91,468.0,0.20146441459655762
92,475.0,0.20146441459655762
93,456.0,0.20146441459655762
94,460.0,0.20146441459655762
95,474.0,0.21709012985229492
96,451.0,0.21709012985229492
97,448.0,0.21709012985229492
98,465.0,0.21709012985229492
99,448.0,0.21709012985229492
100,439.0,0.21709012985229492
101,457.0,0.23271584510803223
102,449.0,0.24121975898742676
103,437.0,0.24121975898742676
104,458.0,0.24872446060180664
105,454.0,0.24872446060180664
106,437.0,0.24872446060180664
107,454.0,0.26435422897338867
108,460.0,0.26435422897338867
109,442.0,0.26435422897338867
110,450.0,0.27997851371765137
111,465.0,0.27997851371765137
112,440.0,0.27997851371765137
113,439.0,0.29560399055480957
114,458.0,0.29560399055480957
115,438.0,0.29560399055480957
116,428.0,0.31122875213623047
117,446.0,0.31122875213623047
118,438.0,0.31122875213623047
119,422.0,0.32685399055480957
120,442.0,0.32685399055480957
121,441.0,0.32685399055480957
122,423.0,0.3283579349517822
123,439.0,0.3283579349517822
124,446.0,0.3283579349517822
125,424.0,0.34398722648620605
126,429.0,0.34398722648620605
127,447.0,0.34398722648620605
128,424.0,0.35961270332336426
129,418.0,0.35961270332336426
130,441.0,0.35961270332336426
131,423.0,0.37523746490478516
132,412.0,0.37523746490478516
133,433.0,0.37523746490478516
134,427.0,0.39086222648620605
135,412.0,0.39086222648620605
136,432.0,0.39086222648620605
137,433.0,0.40648698806762695
138,413.0,0.40648698806762695
139,429.0,0.40648698806762695
140,437.0,0.42388010025024414
141,413.0,0.42688417434692383
142,421.0,0.42688417434692383
143,437.0,0.44034528732299805
144,410.0,0.4424772262573242
145,412.0,0.4424772262573242
146,439.0,0.4424772262573242
147,428.0,0.4581031799316406
148,423.0,0.4581031799316406
149,445.0,0.4581031799316406
150,437.0,0.4737277030944824
151,418.0,0.4737277030944824
152,439.0,0.4737277030944824
153,439.0,0.4893522262573242
154,414.0,0.4893522262573242
155,433.0,0.4893522262573242
156,441.0,0.5049781799316406
157,420.0,0.5049781799316406
158,422.0,0.5049781799316406
159,440.0,0.5206027030944824
160,417.0,0.5261228084564209
161,413.0,0.5261228084564209
162,432.0,0.5366613864898682
163,410.0,0.5366613864898682
164,385.0,0.5366613864898682
165,392.0,0.5522983074188232
166,373.0,0.5522983074188232
167,370.0,0.5522983074188232
168,451.0,0.5679330825805664
169,485.0,0.5679330825805664
170,480.0,0.5679330825805664
171,507.0,0.5835566520690918
172,528.0,0.5835566520690918
173,507.0,0.5835566520690918
174,497.0,0.5991880893707275
175,498.0,0.5991880893707275
176,460.0,0.5991880893707275
177,447.0,0.6148121356964111
178,460.0,0.6148121356964111
179,438.0,0.6263473033905029
180,424.0,0.6308507919311523
181,446.0,0.6308507919311523
182,440.0,0.6308507919311523
183,424.0,0.6465270519256592
184,446.0,0.6465270519256592
185,448.0,0.6465270519256592
186,430.0,0.6621572971343994
187,446.0,0.6621572971343994
188,458.0,0.6621572971343994
189,439.0,0.6778051853179932
190,441.0,0.6778051853179932
191,459.0,0.6778051853179932
192,441.0,0.6934065818786621
193,440.0,0.6934065818786621
194,459.0,0.6934065818786621
195,449.0,0.7090318202972412
196,440.0,0.7090318202972412
197,461.0,0.7090318202972412
198,457.0,0.7246565818786621
199,448.0,0.7246565818786621
200,469.0,0.7246565818786621
201,469.0,0.738670825958252
202,452.0,0.738670825958252
203,468.0,0.738670825958252
204,476.0,0.7543206214904785
205,454.0,0.7543206214904785
206,458.0,0.7543206214904785
207,475.0,0.7699449062347412
208,454.0,0.7699449062347412
209,450.0,0.7699449062347412
210,474.0,0.7855701446533203
211,462.0,0.7855701446533203
212,454.0,0.7855701446533203
213,477.0,0.8012003898620605
214,474.0,0.8012003898620605
215,460.0,0.8012003898620605
216,478.0,0.8168084621429443
217,481.0,0.8168084621429443
218,465.0,0.8248114585876465
219,477.0,0.8328146934509277
220,486.0,0.8328146934509277
221,463.0,0.8328146934509277
222,466.0,0.8484442234039307
223,483.0,0.8484442234039307
224,462.0,0.8484442234039307
225,460.0,0.8640687465667725
226,482.0,0.8640687465667725
227,468.0,0.8640687465667725
228,460.0,0.8796942234039307
229,481.0,0.8796942234039307
230,475.0,0.8796942234039307
231,465.0,0.8953189849853516
232,486.0,0.8953189849853516
233,487.0,0.8953189849853516
234,472.0,0.9109439849853516
235,488.0,0.9109439849853516
236,496.0,0.9109439849853516
237,477.0,0.926950216293335
238,482.0,0.926950216293335
239,501.0,0.926950216293335
240,478.0,0.9425787925720215
241,474.0,0.9425787925720215
242,496.0,0.9425787925720215
243,485.0,0.9582037925720215
244,474.0,0.9613959789276123
245,495.0,0.9632425308227539
246,495.0,0.9632425308227539
247,482.0,0.9632425308227539
248,505.0,0.9788675308227539
249,517.0,0.9788675308227539
250,499.0,0.9788675308227539
251,512.0,0.9945049285888672
252,524.0,0.9945049285888672
253,502.0,0.9945049285888672
254,505.0,1.0101497173309326
255,520.0,1.0101497173309326
256,498.0,1.021669864654541
257,497.0,1.0261764526367188
258,513.0,1.0261764526367188
259,502.0,1.0261764526367188
260,493.0,1.0418052673339844
261,516.0,1.0418052673339844
262,510.0,1.0418052673339844
263,496.0,1.0574302673339844
264,519.0,1.0574302673339844
265,518.0,1.0574302673339844
266,484.0,1.0730552673339844
267,482.0,1.0730552673339844
268,482.0,1.0730552673339844
269,465.0,1.0886802673339844
270,524.0,1.0886802673339844
271,579.0,1.0886802673339844
272,571.0,1.1043055057525635
273,582.0,1.1043055057525635
274,616.0,1.1043055057525635
275,603.0,1.1199300289154053
276,579.0,1.1199300289154053
277,584.0,1.1199300289154053
278,568.0,1.1339330673217773
279,542.0,1.1339330673217773
280,554.0,1.1339330673217773
281,555.0,1.1495616436004639
282,535.0,1.1495616436004639
283,542.0,1.1495616436004639
284,554.0,1.1651866436004639
285,535.0,1.1651866436004639
286,536.0,1.1651866436004639
287,555.0,1.180812120437622
288,535.0,1.180812120437622
289,533.0,1.180812120437622
290,553.0,1.196436882019043
291,543.0,1.196436882019043
292,537.0,1.196436882019043
293,559.0,1.212062120437622
294,556.0,1.212062120437622
295,543.0,1.2200653553009033
296,566.0,1.228081226348877
297,569.0,1.228081226348877
298,553.0,1.228081226348877
299,566.0,1.2437288761138916
300,580.0,1.2437288761138916
